HomeTeam,AwayTeam,FTHG,FTAG,FTR
Palmeiras,Botafogo-RJ,1,0,H
Athletico-PR,Flamengo,0,2,A
Internacional,Santos,0,0,D
Vasco,Fortaleza,1,0,H
Ceara,Avai,1,0,H
Sao Paulo,Corinthians,1,0,H
Atletico-MG,Gremio,1,4,A
Chapecoense,Cruzeiro,1,1,D
CSA,Atletico-MG,2,2,D
Gremio,Bahia,0,1,A
Fortaleza,Flamengo,1,2,A
Cruzeiro,Sao Paulo,1,0,H
Palmeiras,Chapecoense,1,0,H
Vasco,Botafogo-RJ,2,1,H
Goias,Corinthians,2,2,D
Fluminense,Athletico-PR,1,2,A
Santos,Ceara,2,1,H
Avai,Internacional,0,2,A
Fortaleza,Gremio,2,1,H
Corinthians,Cruzeiro,1,2,A
Internacional,Vasco,0,1,A
Sao Paulo,Avai,1,0,H
Atletico-MG,Santos,2,0,H
Flamengo,Fluminense,2,0,H
Chapecoense,Goias,2,2,D
Athletico-PR,Palmeiras,1,1,D
Bahia,Ceara,1,2,A
Botafogo-RJ,CSA,2,1,H
Cruzeiro,Fortaleza,1,1,D
Corinthians,Santos,0,0,D
Ceara,Vasco,1,1,D
Bahia,Internacional,2,3,A
Fluminense,Chapecoense,1,1,D
Athletico-PR,Goias,4,1,H
Gremio,Botafogo-RJ,3,0,H
Sao Paulo,Atletico-MG,2,0,H
Avai,Palmeiras,1,2,A
Flamengo,CSA,1,0,H
Palmeiras,Sao Paulo,3,0,H
Atletico-MG,Chapecoense,0,2,A
Avai,Fortaleza,1,3,A
Vasco,Gremio,1,3,A
Ceara,Fluminense,2,0,H
CSA,Corinthians,2,1,H
Santos,Bahia,1,0,H
Goias,Flamengo,2,2,D
Internacional,Athletico-PR,1,1,D
Botafogo-RJ,Cruzeiro,0,2,A
Fortaleza,Atletico-MG,2,2,D
Palmeiras,Ceara,1,0,H
Fluminense,Vasco,0,0,D
Chapecoense,Sao Paulo,0,3,A
Athletico-PR,CSA,1,0,H
Flamengo,Corinthians,4,1,H
Gremio,Internacional,2,0,H
Santos,Botafogo-RJ,4,1,H
Cruzeiro,Bahia,1,1,D
Goias,Avai,2,0,H
Athletico-PR,Cruzeiro,0,0,D
Corinthians,Fortaleza,3,2,H
Atletico-MG,Goias,2,0,H
Avai,Santos,1,2,A
Vasco,Palmeiras,1,2,A
Bahia,Chapecoense,1,1,D
Ceara,Internacional,2,0,H
Sao Paulo,Fluminense,0,2,A
Botafogo-RJ,Flamengo,0,1,A
Gremio,CSA,2,1,H
Goias,Santos,0,3,A
Palmeiras,Corinthians,1,1,D
Sao Paulo,Athletico-PR,0,1,A
Internacional,Fluminense,2,1,H
Cruzeiro,Atletico-MG,0,0,D
Flamengo,Bahia,3,1,H
Chapecoense,Gremio,0,1,A
Fortaleza,Ceara,1,0,H
CSA,Vasco,0,3,A
Botafogo-RJ,Avai,2,0,H
Flamengo,Vasco,4,4,D
Santos,Sao Paulo,1,1,D
Fluminense,Atletico-MG,1,1,D
Athletico-PR,Botafogo-RJ,1,0,H
Gremio,Flamengo,0,1,A
Bahia,Palmeiras,1,1,D
Chapecoense,Ceara,1,0,H
Corinthians,Internacional,0,0,D
Fortaleza,CSA,3,0,H
Vasco,Goias,1,1,D
Cruzeiro,Avai,0,0,D
Santos,Cruzeiro,4,1,H
Atletico-MG,Athletico-PR,0,1,A
Palmeiras,Gremio,1,2,A
Goias,Bahia,4,3,H
Botafogo-RJ,Corinthians,1,0,H
Internacional,Fortaleza,2,2,D
Avai,Chapecoense,0,1,A
Ceara,Sao Paulo,1,1,D
CSA,Fluminense,0,1,A
Internacional,Goias,1,2,A
Chapecoense,Botafogo-RJ,0,1,A
Athletico-PR,Gremio,2,0,H
Bahia,Atletico-MG,1,1,D
Corinthians,Avai,3,0,H
Flamengo,Ceara,4,1,H
Fluminense,Palmeiras,1,0,H
Fortaleza,Santos,2,1,H
Sao Paulo,Vasco,1,0,H
Cruzeiro,CSA,0,1,A
Botafogo-RJ,Internacional,0,1,A
Ceara,Athletico-PR,1,1,D
Palmeiras,Flamengo,1,3,A
Avai,Fluminense,1,1,D
Goias,Fortaleza,1,2,A
CSA,Bahia,1,2,A
Atletico-MG,Corinthians,2,1,H
Santos,Chapecoense,2,0,H
Gremio,Sao Paulo,3,0,H
Vasco,Cruzeiro,1,0,H
Athletico-PR,Santos,1,0,H
Atletico-MG,Botafogo-RJ,2,0,H
Ceara,Corinthians,0,1,A
Chapecoense,CSA,3,0,H
Fluminense,Fortaleza,0,0,D
Sao Paulo,Internacional,2,1,H
Gremio,Cruzeiro,2,0,H
Palmeiras,Goias,5,1,H
Bahia,Vasco,1,1,D
Flamengo,Avai,6,1,H
Corinthians,Fluminense,1,2,A
Botafogo-RJ,Ceara,1,1,D
Internacional,Atletico-MG,2,1,H
CSA,Sao Paulo,1,2,A
Cruzeiro,Palmeiras,0,2,A
Goias,Gremio,3,2,H
Vasco,Chapecoense,1,1,D
Fortaleza,Bahia,2,1,H
Santos,Flamengo,4,0,H
Avai,Athletico-PR,0,0,D
Sport,Ceara,3,2,H
Coritiba,Internacional,0,1,A
Fortaleza,Athletico-PR,0,2,A
Flamengo,Atletico-MG,0,1,A
Santos,Bragantino,1,1,D
Gremio,Fluminense,1,0,H
Athletico-PR,Goias,2,1,H
Bragantino,Botafogo-RJ,1,1,D
Atletico-MG,Corinthians,3,2,H
Bahia,Coritiba,1,0,H
Atletico-GO,Flamengo,3,0,H
Ceara,Gremio,1,1,D
Fluminense,Palmeiras,1,1,D
Sao Paulo,Fortaleza,1,0,H
Internacional,Santos,2,0,H
Vasco,Sport,2,0,H
Coritiba,Flamengo,0,1,A
Gremio,Corinthians,0,0,D
Palmeiras,Goias,1,1,D
Atletico-MG,Ceara,2,0,H
Bahia,Bragantino,2,1,H
Vasco,Sao Paulo,2,1,H
Fluminense,Internacional,2,1,H
Atletico-GO,Sport,1,1,D
Fortaleza,Botafogo-RJ,0,0,D
Santos,Athletico-PR,3,1,H
Flamengo,Gremio,1,1,D
Bragantino,Fluminense,2,1,H
Athletico-PR,Palmeiras,0,1,A
Internacional,Atletico-GO,3,0,H
Goias,Fortaleza,1,3,A
Corinthians,Coritiba,3,1,H
Botafogo-RJ,Atletico-MG,2,1,H
Sport,Santos,0,1,A
Ceara,Vasco,0,3,A
Sao Paulo,Bahia,1,1,D
Athletico-PR,Fluminense,0,1,A
Internacional,Atletico-MG,1,0,H
Goias,Atletico-GO,2,0,H
Flamengo,Botafogo-RJ,1,1,D
Vasco,Gremio,0,0,D
Bragantino,Coritiba,1,2,A
Palmeiras,Santos,2,1,H
Sport,Sao Paulo,0,1,A
Ceara,Bahia,2,0,H
Corinthians,Fortaleza,1,1,D
Sao Paulo,Athletico-PR,1,0,H
Botafogo-RJ,Internacional,0,2,A
Fluminense,Vasco,2,1,H
Bahia,Palmeiras,1,1,D
Fortaleza,Bragantino,3,0,H
Sao Paulo,Corinthians,2,1,H
Santos,Flamengo,0,1,A
Coritiba,Sport,1,0,H
Atletico-GO,Ceara,0,2,A
Ceara,Fortaleza,1,0,H
Fluminense,Atletico-GO,1,1,D
Goias,Corinthians,1,2,A
Botafogo-RJ,Coritiba,0,0,D
Bahia,Flamengo,3,5,A
Athletico-PR,Bragantino,1,1,D
Palmeiras,Internacional,1,1,D
Santos,Vasco,2,2,D
Gremio,Sport,1,2,A
Atletico-MG,Sao Paulo,3,0,H
Ceara,Santos,0,1,A
Flamengo,Fortaleza,2,1,H
Corinthians,Botafogo-RJ,2,2,D
Bragantino,Palmeiras,1,2,A
Internacional,Bahia,2,2,D
Sao Paulo,Fluminense,3,1,H
Vasco,Athletico-PR,1,0,H
Atletico-GO,Gremio,1,1,D
Sport,Goias,2,1,H
Coritiba,Atletico-MG,0,1,A
Athletico-PR,Botafogo-RJ,1,1,D
Fortaleza,Sport,1,0,H
Goias,Coritiba,3,3,D
Sao Paulo,Bragantino,1,1,D
Fluminense,Flamengo,1,2,A
Santos,Atletico-MG,3,1,H
Corinthians,Palmeiras,0,2,A
Internacional,Ceara,2,0,H
Bahia,Gremio,0,2,A
Vasco,Atletico-GO,1,2,A
Athletico-PR,Coritiba,1,0,H
Santos,Sao Paulo,2,2,D
Fluminense,Corinthians,2,1,H
Gremio,Fortaleza,1,1,D
Atletico-MG,Bragantino,2,1,H
Bahia,Atletico-GO,0,1,A
Ceara,Flamengo,2,0,H
Goias,Internacional,1,0,H
Palmeiras,Sport,2,2,D
Botafogo-RJ,Vasco,2,3,A
Corinthians,Bahia,3,2,H
Fortaleza,Internacional,1,0,H
Bragantino,Ceara,4,2,H
Atletico-GO,Atletico-MG,3,4,A
Gremio,Palmeiras,1,1,D
Coritiba,Vasco,1,0,H
Botafogo-RJ,Santos,0,0,D
Sport,Fluminense,1,0,H
Sport,Corinthians,1,0,H
Athletico-PR,Bahia,1,0,H
Internacional,Sao Paulo,1,1,D
Atletico-MG,Gremio,3,1,H
Vasco,Bragantino,1,1,D
Palmeiras,Flamengo,1,1,D
Atletico-GO,Botafogo-RJ,1,1,D
Ceara,Goias,2,2,D
Santos,Fortaleza,1,1,D
Fluminense,Coritiba,4,0,H
Corinthians,Atletico-GO,0,0,D
Botafogo-RJ,Bahia,1,2,A
Gremio,Internacional,1,1,D
Palmeiras,Ceara,2,1,H
Bragantino,Corinthians,0,0,D
Atletico-MG,Vasco,4,1,H
Botafogo-RJ,Fluminense,1,1,D
Coritiba,Sao Paulo,1,1,D
Flamengo,Athletico-PR,3,1,H
Goias,Santos,2,3,A
Bahia,Sport,1,2,A
Fortaleza,Atletico-GO,0,0,D
Corinthians,Santos,1,1,D
Bahia,Vasco,3,0,H
Flamengo,Sport,3,0,H
Gremio,Coritiba,2,1,H
Sao Paulo,Atletico-GO,3,0,H
Goias,Fluminense,2,4,A
Botafogo-RJ,Palmeiras,2,1,H
Fortaleza,Atletico-MG,2,1,H
Athletico-PR,Ceara,0,0,D
Bragantino,Internacional,0,2,A
Vasco,Flamengo,1,2,A
Coritiba,Fortaleza,0,0,D
Palmeiras,Sao Paulo,0,2,A
Atletico-MG,Goias,3,0,H
Fluminense,Bahia,1,0,H
Santos,Gremio,2,1,H
Atletico-GO,Bragantino,2,1,H
Sport,Botafogo-RJ,1,2,A
Ceara,Corinthians,2,1,H
Internacional,Athletico-PR,2,1,H
Flamengo,Goias,2,1,H
Palmeiras,Coritiba,1,3,A
Gremio,Botafogo-RJ,3,1,H
Santos,Atletico-GO,0,1,A
Athletico-PR,Corinthians,0,1,A
Atletico-MG,Fluminense,1,1,D
Sport,Internacional,3,5,A
Flamengo,Bragantino,1,1,D
Goias,Bahia,1,1,D
Atletico-GO,Athletico-PR,1,1,D
Coritiba,Santos,1,2,A
Fluminense,Ceara,2,2,D
Sao Paulo,Gremio,0,0,D
Corinthians,Flamengo,1,5,A
Internacional,Vasco,2,0,H
Fortaleza,Palmeiras,2,0,H
Bragantino,Sport,2,0,H
Bahia,Atletico-MG,3,1,H
Botafogo-RJ,Goias,0,0,D
Vasco,Corinthians,1,2,A
Atletico-MG,Sport,0,0,D
Bragantino,Goias,2,0,H
Ceara,Coritiba,2,1,H
Atletico-GO,Palmeiras,0,3,A
Fluminense,Santos,3,1,H
Athletico-PR,Gremio,1,2,A
Internacional,Flamengo,2,2,D
Botafogo-RJ,Ceara,2,2,D
Coritiba,Atletico-GO,1,0,H
Corinthians,Internacional,1,0,H
Fortaleza,Fluminense,0,1,A
Flamengo,Sao Paulo,1,4,A
Sport,Athletico-PR,1,0,H
Santos,Bahia,3,1,H
Goias,Vasco,1,1,D
Palmeiras,Atletico-MG,3,0,H
Gremio,Bragantino,2,1,H
Athletico-PR,Fortaleza,2,1,H
Sao Paulo,Goias,2,1,H
Atletico-GO,Corinthians,1,1,D
Internacional,Coritiba,2,2,D
Vasco,Palmeiras,0,1,A
Atletico-MG,Flamengo,4,0,H
Bahia,Botafogo-RJ,1,0,H
Bragantino,Santos,1,1,D
Fluminense,Gremio,0,1,A
Ceara,Sport,0,0,D
Bahia,Fortaleza,2,1,H
Sport,Vasco,0,2,A
Santos,Internacional,2,0,H
Goias,Athletico-PR,0,1,A
Fortaleza,Sao Paulo,2,3,A
Gremio,Ceara,4,2,H
Corinthians,Atletico-MG,1,2,A
Palmeiras,Fluminense,2,0,H
Flamengo,Atletico-GO,1,1,D
Coritiba,Bahia,1,2,A
Botafogo-RJ,Bragantino,1,2,A
Atletico-MG,Athletico-PR,0,2,A
Vasco,Fortaleza,0,0,D
Bragantino,Bahia,4,0,H
Athletico-PR,Santos,1,0,H
Flamengo,Coritiba,3,1,H
Goias,Palmeiras,1,0,H
Ceara,Atletico-MG,2,2,D
Sao Paulo,Vasco,1,1,D
Internacional,Fluminense,1,2,A
Botafogo-RJ,Fortaleza,1,2,A
Corinthians,Gremio,0,0,D
Sport,Atletico-GO,0,1,A
Ceara,Sao Paulo,1,1,D
Atletico-MG,Botafogo-RJ,2,1,H
Coritiba,Corinthians,0,1,A
Fortaleza,Goias,1,1,D
Santos,Sport,4,2,H
Palmeiras,Athletico-PR,3,0,H
Bahia,Sao Paulo,1,3,A
Atletico-GO,Internacional,0,0,D
Gremio,Goias,2,1,H
Vasco,Ceara,1,4,A
Fluminense,Bragantino,0,0,D
Fortaleza,Corinthians,0,0,D
Goias,Sao Paulo,0,3,A
Botafogo-RJ,Flamengo,0,1,A
Santos,Palmeiras,2,2,D
Fluminense,Athletico-PR,3,1,H
Bahia,Ceara,0,2,A
Coritiba,Bragantino,0,0,D
Sao Paulo,Sport,1,0,H
Gremio,Vasco,4,0,H
Atletico-MG,Internacional,2,2,D
Atletico-GO,Goias,0,1,A
Sao Paulo,Botafogo-RJ,4,0,H
Athletico-PR,Atletico-MG,0,1,A
Bragantino,Fortaleza,2,1,H
Internacional,Botafogo-RJ,2,1,H
Palmeiras,Bahia,3,0,H
Goias,Gremio,0,0,D
Ceara,Atletico-GO,1,2,A
Flamengo,Santos,4,1,H
Corinthians,Sao Paulo,1,0,H
Sport,Coritiba,1,0,H
Vasco,Fluminense,1,1,D
Sao Paulo,Atletico-MG,3,0,H
Atletico-GO,Fluminense,2,1,H
Sport,Gremio,1,1,D
Internacional,Palmeiras,2,0,H
Coritiba,Botafogo-RJ,1,2,A
Vasco,Santos,1,0,H
Bragantino,Athletico-PR,0,1,A
Flamengo,Bahia,4,3,H
Fortaleza,Ceara,0,2,A
Corinthians,Goias,2,1,H
Atletico-MG,Coritiba,2,0,H
Goias,Sport,1,0,H
Fortaleza,Flamengo,0,0,D
Fluminense,Sao Paulo,1,2,A
Botafogo-RJ,Corinthians,0,2,A
Bahia,Internacional,1,2,A
Athletico-PR,Vasco,3,0,H
Palmeiras,Bragantino,1,0,H
Santos,Ceara,1,1,D
Gremio,Atletico-GO,2,1,H
Gremio,Bahia,2,1,H
Botafogo-RJ,Athletico-PR,0,2,A
Sport,Fortaleza,1,0,H
Coritiba,Goias,1,2,A
Flamengo,Fluminense,1,2,A
Bragantino,Sao Paulo,4,2,H
Ceara,Internacional,0,2,A
Atletico-GO,Vasco,0,0,D
Coritiba,Athletico-PR,0,0,D
Sport,Palmeiras,0,1,A
Fortaleza,Gremio,0,0,D
Sao Paulo,Santos,0,1,A
Flamengo,Ceara,0,2,A
Atletico-GO,Bahia,1,1,D
Internacional,Goias,1,0,H
Vasco,Botafogo-RJ,3,0,H
Bragantino,Atletico-MG,2,2,D
Corinthians,Fluminense,5,0,H
Palmeiras,Gremio,1,1,D
Fluminense,Sport,1,0,H
Vasco,Coritiba,0,1,A
Athletico-PR,Sao Paulo,1,1,D
Santos,Botafogo-RJ,2,1,H
Atletico-MG,Atletico-GO,3,1,H
Ceara,Bragantino,1,2,A
Internacional,Fortaleza,4,2,H
Palmeiras,Corinthians,4,0,H
Goias,Flamengo,0,3,A
Botafogo-RJ,Atletico-GO,1,3,A
Bahia,Athletico-PR,1,0,H
Gremio,Atletico-MG,1,1,D
Coritiba,Fluminense,3,3,D
Bragantino,Vasco,4,1,H
Sao Paulo,Internacional,1,5,A
Flamengo,Palmeiras,2,0,H
Fortaleza,Santos,2,0,H
Goias,Ceara,0,4,A
Corinthians,Sport,3,0,H
Sao Paulo,Coritiba,1,1,D
Vasco,Atletico-MG,3,2,H
Internacional,Gremio,2,1,H
Ceara,Palmeiras,2,1,H
Athletico-PR,Flamengo,2,1,H
Sport,Bahia,2,0,H
Santos,Goias,3,4,A
Atletico-GO,Fortaleza,2,0,H
Fluminense,Botafogo-RJ,2,0,H
Corinthians,Bragantino,0,2,A
Palmeiras,Vasco,1,1,D
Atletico-MG,Santos,2,0,H
Gremio,Flamengo,2,4,A
Bahia,Corinthians,2,1,H
Atletico-GO,Sao Paulo,2,1,H
Vasco,Bahia,0,0,D
Ceara,Athletico-PR,0,2,A
Coritiba,Gremio,1,1,D
Atletico-MG,Fortaleza,2,0,H
Internacional,Bragantino,2,1,H
Fluminense,Goias,3,0,H
Sport,Flamengo,0,3,A
Palmeiras,Botafogo-RJ,1,1,D
Gremio,Santos,3,3,D
Bragantino,Atletico-GO,2,0,H
Corinthians,Ceara,2,1,H
Goias,Atletico-MG,1,0,H
Bahia,Fluminense,0,1,A
Fortaleza,Coritiba,3,1,H
Flamengo,Vasco,2,0,H
Athletico-PR,Internacional,0,0,D
Botafogo-RJ,Sport,0,1,A
Bahia,Goias,3,3,D
Atletico-GO,Santos,1,1,D
Bragantino,Flamengo,1,1,D
Botafogo-RJ,Gremio,2,5,A
Internacional,Sport,1,2,A
Fortaleza,Vasco,3,0,H
Sao Paulo,Ceara,1,1,D
Fluminense,Atletico-MG,0,0,D
Corinthians,Athletico-PR,3,3,D
Goias,Botafogo-RJ,2,0,H
Atletico-MG,Bahia,1,1,D
Santos,Coritiba,2,0,H
Flamengo,Corinthians,2,1,H
Vasco,Internacional,0,2,A
Athletico-PR,Atletico-GO,2,1,H
Palmeiras,Fortaleza,3,0,H
Gremio,Sao Paulo,1,2,A
Ceara,Fluminense,1,3,A
Sport,Bragantino,0,0,D
Santos,Corinthians,1,0,H
Coritiba,Palmeiras,1,0,H
Sao Paulo,Palmeiras,1,1,D
Coritiba,Ceara,0,2,A
Fortaleza,Bahia,0,4,A
Corinthians,Vasco,0,0,D
Sport,Atletico-MG,2,3,A
Flamengo,Internacional,2,1,H
Santos,Fluminense,1,1,D
Gremio,Athletico-PR,1,0,H
Goias,Bragantino,0,0,D
Palmeiras,Atletico-GO,1,1,D
Botafogo-RJ,Sao Paulo,1,0,H
Vasco,Goias,3,2,H
Bragantino,Gremio,1,0,H
Bahia,Santos,2,0,H
Athletico-PR,Sport,2,0,H
Atletico-GO,Coritiba,3,1,H
Ceara,Botafogo-RJ,2,1,H
Atletico-MG,Palmeiras,2,0,H
Fluminense,Fortaleza,2,0,H
Internacional,Corinthians,0,0,D
Sao Paulo,Flamengo,2,1,H
Cuiaba,Juventude,2,2,D
Bahia,Santos,3,0,H
Sao Paulo,Fluminense,0,0,D
Atletico-MG,Fortaleza,1,2,A
Ceara,Gremio,3,2,H
Flamengo,Palmeiras,1,0,H
Chapecoense,Bragantino,0,3,A
Corinthians,Atletico-GO,0,1,A
Athletico-PR,America-MG,1,0,H
Internacional,Sport,2,2,D
Atletico-GO,Sao Paulo,2,0,H
Santos,Ceara,3,1,H
Bragantino,Bahia,3,3,D
Fluminense,Cuiaba,1,0,H
America-MG,Corinthians,0,1,A
Fortaleza,Internacional,5,1,H
Palmeiras,Chapecoense,3,1,H
Juventude,Athletico-PR,0,3,A
Sport,Atletico-MG,0,1,A
Santos,Juventude,0,0,D
Palmeiras,Corinthians,1,1,D
Atletico-MG,Sao Paulo,1,0,H
Gremio,Athletico-PR,0,1,A
Flamengo,America-MG,2,0,H
Fortaleza,Sport,1,0,H
Chapecoense,Ceara,0,0,D
Bahia,Internacional,0,1,A
Bragantino,Fluminense,2,2,D
Internacional,Atletico-MG,0,1,A
Sao Paulo,Chapecoense,1,1,D
Corinthians,Bragantino,1,2,A
Juventude,Palmeiras,0,3,A
Ceara,Bahia,1,2,A
America-MG,Cuiaba,0,0,D
Atletico-GO,Fortaleza,0,0,D
Fluminense,Santos,1,0,H
Sport,Gremio,1,0,H
Flamengo,Bragantino,2,3,A
Palmeiras,America-MG,2,1,H
Bahia,Corinthians,0,0,D
Internacional,Ceara,1,1,D
Athletico-PR,Atletico-GO,2,1,H
Fortaleza,Fluminense,1,1,D
Santos,Sao Paulo,2,0,H
Juventude,Sport,1,0,H
Atletico-MG,Chapecoense,1,1,D
Sao Paulo,Cuiaba,2,2,D
Flamengo,Fortaleza,2,1,H
Bragantino,Palmeiras,3,1,H
Atletico-GO,Fluminense,1,0,H
America-MG,Juventude,1,1,D
Corinthians,Sport,2,1,H
Chapecoense,Internacional,1,2,A
Ceara,Atletico-MG,2,1,H
Gremio,Santos,2,2,D
Bahia,Athletico-PR,2,1,H
Juventude,Flamengo,1,0,H
Fluminense,Corinthians,1,1,D
Athletico-PR,Chapecoense,2,2,D
Gremio,Fortaleza,0,0,D
Palmeiras,Bahia,3,2,H
Santos,Atletico-MG,2,0,H
America-MG,Internacional,1,1,D
Ceara,Sao Paulo,1,1,D
Sport,Cuiaba,0,0,D
Atletico-GO,Bragantino,0,1,A
Fluminense,Athletico-PR,1,4,A
Fortaleza,Chapecoense,3,2,H
Internacional,Palmeiras,1,2,A
Bahia,America-MG,3,4,A
Santos,Sport,0,0,D
Corinthians,Sao Paulo,0,0,D
Juventude,Gremio,2,0,H
Bragantino,Ceara,0,0,D
Atletico-MG,Atletico-GO,4,1,H
Cuiaba,Flamengo,0,2,A
America-MG,Santos,2,0,H
Athletico-PR,Fortaleza,2,1,H
Corinthians,Internacional,1,1,D
Chapecoense,Bahia,0,2,A
Flamengo,Fluminense,0,1,A
Sport,Palmeiras,0,1,A
Sao Paulo,Bragantino,1,2,A
Ceara,Juventude,2,0,H
Cuiaba,Atletico-MG,0,1,A
Gremio,Atletico-GO,0,1,A
Santos,Athletico-PR,2,1,H
Bahia,Juventude,1,0,H
Bragantino,Cuiaba,1,1,D
Fortaleza,America-MG,4,0,H
Palmeiras,Gremio,2,0,H
Atletico-MG,Flamengo,2,1,H
Atletico-GO,Sport,1,1,D
Internacional,Sao Paulo,0,2,A
Fluminense,Ceara,0,0,D
Chapecoense,Corinthians,0,1,A
Palmeiras,Santos,3,2,H
Gremio,Internacional,0,0,D
Athletico-PR,Bragantino,2,2,D
Sao Paulo,Bahia,1,0,H
Sport,Fluminense,1,2,A
America-MG,Atletico-MG,0,1,A
Juventude,Atletico-GO,1,1,D
Cuiaba,Ceara,2,2,D
Flamengo,Chapecoense,2,1,H
Fortaleza,Corinthians,1,0,H
Ceara,Athletico-PR,1,0,H
Sao Paulo,Fortaleza,0,1,A
Corinthians,Atletico-MG,1,2,A
Fluminense,Gremio,0,1,A
Chapecoense,Cuiaba,2,3,A
Atletico-GO,Palmeiras,0,3,A
Bahia,Flamengo,0,5,A
Bragantino,Santos,2,2,D
Internacional,Juventude,1,0,H
America-MG,Sport,0,1,A
Cuiaba,Atletico-GO,2,1,H
Gremio,America-MG,1,1,D
Palmeiras,Fluminense,1,0,H
Atletico-MG,Bahia,3,0,H
Flamengo,Sao Paulo,5,1,H
Fortaleza,Bragantino,1,0,H
Santos,Atletico-GO,0,1,A
Athletico-PR,Internacional,2,1,H
Sport,Ceara,0,0,D
Juventude,Chapecoense,1,0,H
Cuiaba,Corinthians,1,2,A
Sao Paulo,Palmeiras,0,0,D
Internacional,Cuiaba,0,0,D
Bragantino,Gremio,1,0,H
Corinthians,Flamengo,1,3,A
Atletico-MG,Athletico-PR,2,0,H
Chapecoense,Santos,0,1,A
Bahia,Sport,0,1,A
Atletico-GO,America-MG,1,1,D
Ceara,Fortaleza,3,1,H
Sport,Bragantino,0,0,D
Athletico-PR,Sao Paulo,1,2,A
Palmeiras,Fortaleza,2,3,A
Cuiaba,Bahia,1,1,D
Santos,Corinthians,0,0,D
Juventude,Atletico-MG,1,2,A
America-MG,Fluminense,1,0,H
Ceara,Atletico-GO,0,0,D
Flamengo,Internacional,0,4,A
Gremio,Chapecoense,2,1,H
Bragantino,Juventude,1,2,A
Atletico-MG,Palmeiras,2,0,H
Sao Paulo,Gremio,2,1,H
Flamengo,Sport,2,0,H
Corinthians,Ceara,3,1,H
Cuiaba,Athletico-PR,1,0,H
Bahia,Atletico-GO,1,2,A
Fortaleza,Santos,1,1,D
Internacional,Fluminense,4,2,H
Chapecoense,America-MG,1,1,D
Cuiaba,Gremio,0,1,A
Atletico-GO,Chapecoense,1,1,D
Gremio,Bahia,2,0,H
Juventude,Fortaleza,1,1,D
Palmeiras,Cuiaba,0,2,A
Athletico-PR,Corinthians,0,1,A
Ceara,Flamengo,1,1,D
Santos,Internacional,2,2,D
Sport,Sao Paulo,0,1,A
Fluminense,Atletico-MG,1,1,D
America-MG,Bragantino,0,2,A
Sport,Chapecoense,0,0,D
Santos,Flamengo,0,4,A
Gremio,Corinthians,0,1,A
Palmeiras,Athletico-PR,2,1,H
America-MG,Ceara,2,0,H
Juventude,Sao Paulo,1,1,D
Atletico-GO,Internacional,0,0,D
Bragantino,Atletico-MG,1,1,D
Fluminense,Bahia,2,0,H
Fortaleza,Cuiaba,0,0,D
Fluminense,Juventude,1,1,D
Bahia,Fortaleza,4,2,H
Cuiaba,Santos,2,1,H
Athletico-PR,Sport,0,0,D
Corinthians,Juventude,1,1,D
Chapecoense,Fluminense,1,2,A
America-MG,Athletico-PR,2,0,H
Juventude,Cuiaba,1,2,A
Bragantino,Chapecoense,1,2,A
Santos,Bahia,0,0,D
Gremio,Ceara,2,0,H
Palmeiras,Flamengo,1,3,A
Fortaleza,Atletico-MG,0,2,A
Atletico-GO,Corinthians,1,1,D
Fluminense,Sao Paulo,2,1,H
Sport,Internacional,0,1,A
Chapecoense,Palmeiras,0,2,A
Athletico-PR,Juventude,2,1,H
Atletico-MG,Sport,3,0,H
Ceara,Santos,0,0,D
Bahia,Bragantino,1,1,D
Internacional,Fortaleza,1,0,H
Sao Paulo,Atletico-GO,2,1,H
Corinthians,America-MG,1,1,D
Flamengo,Gremio,0,1,A
Cuiaba,Fluminense,2,2,D
Sao Paulo,America-MG,0,0,D
Ceara,Chapecoense,1,0,H
Corinthians,Palmeiras,2,1,H
Sao Paulo,Atletico-MG,0,0,D
America-MG,Flamengo,1,1,D
Internacional,Bahia,2,0,H
Fluminense,Bragantino,2,1,H
Juventude,Santos,3,0,H
Athletico-PR,Gremio,4,2,H
Sport,Fortaleza,0,1,A
Atletico-GO,Cuiaba,0,0,D
Cuiaba,America-MG,0,2,A
Fortaleza,Atletico-GO,0,3,A
Bragantino,Corinthians,2,2,D
Atletico-MG,Internacional,1,0,H
Flamengo,Athletico-PR,3,0,H
Chapecoense,Sao Paulo,1,1,D
Palmeiras,Juventude,1,1,D
Gremio,Sport,1,2,A
Corinthians,Bahia,3,1,H
Chapecoense,Atletico-MG,2,2,D
Atletico-GO,Athletico-PR,0,2,A
Sport,Juventude,3,1,H
Ceara,Internacional,0,0,D
Bragantino,Flamengo,1,1,D
Gremio,Cuiaba,2,2,D
Fluminense,Fortaleza,0,2,A
America-MG,Palmeiras,2,1,H
Sao Paulo,Santos,1,1,D
Fluminense,Atletico-GO,0,0,D
Atletico-MG,Ceara,3,1,H
Sport,Corinthians,1,0,H
Fortaleza,Flamengo,0,3,A
Athletico-PR,Bahia,0,2,A
Palmeiras,Bragantino,2,4,A
Juventude,America-MG,1,1,D
Internacional,Chapecoense,5,2,H
Santos,Gremio,1,0,H
Cuiaba,Sao Paulo,0,0,D
Bragantino,Atletico-GO,1,0,H
Bahia,Palmeiras,0,0,D
Atletico-MG,Santos,3,1,H
Chapecoense,Athletico-PR,1,1,D
Flamengo,Juventude,3,1,H
